100000	120
41308	247
859616	99
199960	222
210686	167
142382	195
2205	268
164174	120
102656	73
20978	250
132673	185
188509	40
23664	251
33309	218
164504	174
213059	74
291680	173
108677	256
105326	67
63365	75
9694	265
232849	246
161595	20
273501	286
103839	196
138361	248
147858	86
297011	148
191589	75
240942	65
54651	119
294850	143
289475	66
179393	102
84667	243
174269	110
201415	196
13762	56
175296	214
35336	73
102890	55
54497	224
194629	138
156496	292
281898	290
214237	254
114020	39
113361	215
251542	273
223631	159
150972	153
201148	87
133637	162
299868	86
12067	217
247099	129
34635	206
217298	220
232773	129
91390	147
292371	24
111310	25
212159	61
284869	149
127522	208
230574	290
215055	164
264141	103
35010	118
276294	105
226164	62
19848	251
200106	220
74021	207
111822	298
60289	48
97810	245
244276	121
135608	286
16419	156
33051	135
100470	284
220653	36
287488	46
183325	99
225109	291
58225	54
8339	186
16821	243
159080	129
97561	128
287609	101
41626	291
197649	136
112922	248
45620	235
92583	235
279208	224
255499	59
30966	39
34811	219
156985	69
132558	134
114283	280
112117	227
218518	231
75305	266
251132	240
66009	225
126528	119
228130	185
173724	278
105307	219
83490	46
148533	162
279847	258
178388	266
227853	159
44513	98
282448	102
200109	58
20223	154
50560	76
191737	85
48796	248
217374	270
74038	219
243902	152
60887	71
178142	129
290625	85
278964	24
173693	60
230907	152
239264	172
194210	277
18383	84
43509	84
299485	55
72560	81
74319	77
147329	191
139097	207
261057	243
73039	177
84096	146
84220	33
267005	43
65931	283
19830	150
205071	35
94868	122
70292	39
126598	273
124456	133
233887	195
269398	174
221457	212
149011	289
195153	213
227899	232
283806	173
198671	300
162593	150
193166	22
293535	130
124872	147
270260	22
49899	239
114739	188
224244	266
279610	259
195804	172
35184	134
115112	219
124379	269
125701	48
48436	88
218911	192
3436	196
92284	29
134254	66
110628	63
180062	176
272175	205
149631	84
128565	58
213948	137
171345	40
244884	206
279706	85
13849	207
146390	223
19319	25
291881	280
218395	232
290093	48
105369	255
3481	213
157378	275
260194	164
2335	79
169120	139
262961	229
214106	224
147124	41
298294	66
1615	235
33027	141
58293	41
128033	221
9782	152
149616	190
271446	94
100638	280
222533	285
92472	117
120920	96
3466	182
65004	101
42284	158
290515	182
112536	207
227344	31
78221	249
33055	232
92604	93
229959	121
139098	178
54079	33
49169	47
205010	141
29935	181
36094	204
292116	249
215092	68
149011	184
133702	63
15855	244
288739	257
265710	257
12366	283
131346	270
193324	129
27227	229
32745	26
222870	74
154981	177
40084	278
52227	184
119556	295
19660	65
259835	233
171870	296
272127	83
240929	166
67519	243
58494	154
6969	195
145115	277
285069	261
53159	274
79104	107
222988	272
189884	291
111070	290
280917	120
197921	183
185639	84
5020	111
294154	231
232730	90
176070	176
98572	22
209536	23
49416	100
235726	185
165296	286
239018	270
298197	151
299647	56
173643	34
235213	234
201340	162
278148	170
239202	149
236118	190
105396	212
242687	219
134728	133
153584	103
277826	287
79843	117
276669	148
150984	124
186729	84
111611	241
127942	203
103267	48
199104	214
84188	172
108612	20
246225	132
138681	210
13060	131
220395	238
155678	239
222291	84
275225	171
157041	236
167357	271
33880	200
143813	193
196031	254
102727	115
128436	235
165240	63
166325	149
36242	291
1036	135
249730	257
11024	163
14665	97
208447	204
248941	230
252224	245
204322	93
83104	99
12396	119
10230	214
281891	103
150834	114
293403	299
136300	138
227376	125
138831	250
123321	116
34678	184
255856	103
153972	88
8289	218
284058	293
192978	100
1215	97
73859	181
34929	169
5671	258
148451	241
270076	66
43160	46
19805	162
156511	234
82689	248
215098	146
280043	86
53502	279
97392	93
25101	214
240538	50
189968	282
242472	32
193264	267
116654	170
136416	268
101783	278
48189	300
94225	232
37445	88
94932	169
239353	250
38115	257
17809	140
79524	75
279691	144
33116	81
185252	122
164359	298
299249	31
158841	100
258700	50
58731	62
67119	78
260906	166
20353	131
16047	154
250809	213
244198	131
108871	122
57109	202
243642	294
165892	196
145576	235
227627	134
291658	246
224136	210
171176	198
11433	266
60020	104
18389	191
263846	224
217378	125
190698	204
72740	37
58504	242
81395	286
32800	210
267363	200
41194	109
142184	129
73824	106
153323	50
257723	32
120146	113
205725	164
229918	109
90403	255
246920	170
115294	239
47982	177
44803	151
40891	51
262699	75
16559	143
183796	64
294255	183
139407	43
202758	222
51595	209
84062	134
69549	121
271262	214
79344	87
85896	175
279704	37
299238	158
243814	70
174323	226
162680	295
288474	191
81265	20
243230	231
179097	93
182409	284
206040	249
112218	122
87197	86
229753	170
222010	198
232550	156
248865	57
114226	103
240657	294
216710	87
271036	123
209946	88
237555	270
296682	238
151008	264
229499	34
103278	241
256904	273
155992	132
209661	190
114436	162
107605	134
234647	124
118898	46
271705	202
171025	263
112490	190
100997	134
275000	108
129888	92
78734	190
140817	37
233198	258
132878	107
129354	96
48682	287
17023	68
252712	147
126457	255
45761	213
150680	205
20207	232
205132	253
94096	119
140900	138
23876	129
97550	174
149212	287
161389	218
115436	65
219966	287
281379	116
136502	289
111972	125
43085	123
77519	271
93560	136
276056	206
142383	212
106278	44
177485	66
38878	97
35424	175
156176	243
183153	148
256623	77
26621	252
71584	87
55778	129
181060	232
99922	279
260968	195
240843	255
44497	102
291571	98
64959	218
123737	35
55029	106
275556	194
172409	20
264087	189
50314	177
54696	171
140750	269
38997	59
152235	99
157542	300
182603	266
81341	32
273701	85
189552	53
173890	233
110018	262
102851	217
2924	255
44152	176
82189	287
11798	75
10840	134
130974	62
24955	152
11462	239
116073	119
7979	34
187517	259
197569	118
232291	268
58790	125
134321	118
100173	296
259629	173
171576	119
421	133
74559	210
41683	224
276608	194
248006	239
256672	147
285616	224
169562	42
10668	124
293160	149
245470	271
186515	189
260136	112
298920	53
295446	104
200368	119
54747	119
299594	150
182536	270
254464	199
216495	283
191051	165
229207	179
295086	279
252559	138
21247	64
124896	265
131345	52
144982	143
279604	196
38761	213
107157	172
80269	43
245233	186
65478	299
83285	61
27142	294
50704	150
232126	268
238366	27
102907	23
106615	282
39309	129
182737	292
92921	80
43257	244
32631	41
211071	276
41896	227
226186	271
280267	129
191139	59
91153	28
1394	243
77137	93
90488	193
175266	41
71669	190
298364	53
222244	112
113844	94
155981	51
138498	206
83293	251
138906	195
258378	154
81509	71
184280	215
137859	151
53022	225
62927	188
40748	278
53908	296
229320	108
12507	201
242498	202
106341	128
128718	146
16348	71
115059	278
271302	77
137020	23
108790	160
88129	214
9890	116
196420	211
73128	41
166979	246
33308	109
86025	281
114162	136
47934	267
272660	116
18930	39
149184	299
143835	211
136793	51
50743	281
192863	35
56263	141
141696	203
99685	118
52054	133
223041	37
124493	211
2629	105
256298	136
146302	280
198584	129
24071	100
93162	43
231644	151
184438	21
263981	197
51734	257
134746	141
256824	140
87876	51
96403	240
270339	174
215754	221
75590	292
197618	267
127377	156
179719	89
5134	31
1323	104
237732	139
245589	36
275054	231
251262	143
26946	61
1006	219
17419	210
8600	296
101166	171
147169	256
73015	77
162741	115
293032	150
29911	271
35469	206
192676	74
257300	192
59618	75
290235	136
296410	169
185362	162
230322	30
255752	52
257790	293
285444	214
289545	127
240690	67
246575	29
94682	231
94576	292
256062	85
275298	133
118761	114
97880	184
54163	158
93888	183
21821	280
281579	140
139725	225
139032	60
280014	241
83813	171
275134	95
298351	175
184187	206
170008	47
195514	157
220502	27
281660	287
71456	81
181173	21
262425	257
34460	114
276997	174
248564	135
214126	198
125453	135
63256	129
64695	272
178149	250
297375	275
189443	294
174417	264
273262	46
40452	196
237606	34
164215	209
86419	208
236465	77
286402	86
269271	104
298942	196
45424	182
44740	237
164918	43
13013	111
105393	184
26298	148
67482	64
25940	256
193640	113
274373	281
107216	291
293510	217
82184	228
275553	275
110701	66
121383	279
290615	99
32645	147
119305	68
16345	210
283803	110
134733	245
184430	268
147840	186
245091	235
60241	66
54615	157
201886	191
187747	62
243930	297
234046	90
235815	292
139997	91
221958	225
39566	159
181579	162
218417	237
160439	86
117754	122
6481	170
79692	154
296033	78
24667	113
135937	99
111815	204
289180	272
13034	203
165266	227
25424	32
154241	77
165946	227
13021	85
77454	261
288724	101
55282	249
174461	291
164706	218
11850	88
270139	183
46008	128
89947	44
11250	44
227515	164
217179	88
249029	258
31095	55
111381	167
77518	262
63082	46
7934	261
166589	278
22218	268
189203	122
100044	265
24005	144
5281	41
290286	98
214588	111
288963	254
262639	295
261178	43
228853	216
85148	188
174415	72
146496	47
129947	240
163669	143
160022	199
